"X1","X2","X3"
"Bonasa_umbellus","-100.559026563174","53.5056527197658"
"Oreortyx_pictus","-120.399616034861","40.252702973991"
"Perdix_perdix","14.8854253015346","70.3784759251899"
"Patagioenas_fasciata","-108.117556746888","32.0590135840569"
"Columbina_inca","-101.729970524346","26.1227963610936"
"Coccyzus_erythropthalmus","-90.7680122445633","43.5929936077623"
"Sphyrapicus_ruber","-124.837676283401","49.7912714615598"
"Sphyrapicus_nuchalis","-112.370932192435","42.6249977745759"
"Melanerpes_erythrocephalus","-92.7955261179052","40.1027462151817"
"Selasphorus_platycercus","-106.527341434758","31.9059203606508"
"Archilochus_alexandri","-110.012922776573","36.5666125469169"
"Selasphorus_calliope","-117.190278370042","45.1611793952122"
"Calypte_anna","-117.871636826","37.2617131554919"
"Selasphorus_rufus","-121.995364241667","50.6904258425836"
"Sayornis_saya","-115.382944473751","48.7114859340913"
"Contopus_cooperi","-106.137081825936","52.2135679952994"
"Myiarchus_cinerascens","-108.979423155836","33.8553525302276"
"Tyrannus_vociferans","-105.619298132274","28.4014116590193"
"Pyrocephalus_rubinus","-76.8954751342091","-0.351225689958047"
"Empidonax_virescens","-88.2342109993105","36.726783006499"
"Empidonax_wrightii","-112.944991948526","39.5508066680146"
"Empidonax_hammondii","-120.417554600808","50.1057998198202"
"Empidonax_traillii","-102.449799171405","42.6265232641331"
"Setophaga_ruticilla","-93.8439745906705","48.1449788823513"
"Empidonax_occidentalis","-108.823035873278","36.9847152409146"
"Empidonax_oberholseri","-115.084342966758","43.9365411642411"
"Sayornis_nigricans","-93.4365908096973","17.6864562314228"
"Gymnorhinus_cyanocephalus","-111.521891564096","38.9813677209935"
"Aphelocoma_californica","-109.83150288049","34.563526349732"
"Perisoreus_canadensis","-100.983414181984","57.0329342228807"
"Cyanocitta_stelleri","-112.319464620546","40.0407215789788"
"Nucifraga_columbiana","-113.519086321512","42.8572418993332"
"Xanthocephalus_xanthocephalus","-107.604338440804","46.0071538485301"
"Icterus_cucullatus","-106.950836186408","30.0290619197699"
"Icterus_parisorum","-106.179460011224","29.1253290470639"
"Loxia_leucoptera","-124.675189916292","82.5340839393867"
"Loxia_curvirostra","89.3683866837506","84.7825848536392"
"Carpodacus_cassinii","-113.864705158496","42.8963456956126"
"Carduelis_pinus","-104.522906073245","50.019375119496"
"Carduelis_psaltria","-104.370260487874","30.0069951385375"
"Calamospiza_melanocorys","-103.345484991237","43.2058066995198"
"Calcarius_ornatus","-105.331969550221","47.961569906233"
"Anthus_spragueii","-105.607818611116","50.66105574345"
"Ammodramus_leconteii","-99.8438670144347","53.0458127870149"
"Junco_hyemalis","-104.286069558167","54.287751478011"
"Ammodramus_savannarum","-93.8589787250302","40.348406436122"
"Chondestes_grammacus","-103.297801394692","38.6427939303568"
"Ammodramus_bairdii","-105.965354710524","48.9776924407417"
"Ammodramus_nelsoni","-101.566007050512","53.3266240481296"
"Melospiza_lincolnii","-101.331313193347","55.5825563645879"
"Passerella_iliaca","-115.034890969685","58.219126069507"
"Zonotrichia_leucophrys","-110.603075731472","59.2825733051747"
"Melospiza_georgiana","-90.0321935319268","51.7427221197668"
"Amphispiza_bilineata","-108.289072768978","32.2238817184112"
"Aimophila_ruficeps","-104.699789457128","29.1229031498668"
"Spizella_atrogularis","-106.752114791636","29.0024563329377"
"Pooecetes_gramineus","-101.157230821006","46.3791752038291"
"Amphispiza_belli","-114.018251105004","39.3688637439004"
"Pipilo_chlorurus","-112.32514518258","39.7720819643771"
"Melozone_crissalis","-117.414625720861","33.7320910381582"
"Pipilo_maculatus","-111.13967506898","41.0970582594443"
"Cardinalis_sinuatus","-104.178238049328","28.240266639811"
"Riparia_riparia","46.7631272796501","85.6163496814245"
"Tachycineta_thalassina","-115.182327727488","44.1313067069917"
"Mimus_polyglottos","-98.7136435626659","37.9491178672939"
"Vireo_philadelphicus","-97.2873311743246","52.8695518712891"
"Vireo_plumbeus","-108.034624728265","33.841143476248"
"Vireo_cassinii","-119.602894045442","44.9285912137093"
"Vireo_bellii","-100.242247158479","34.6954750887478"
"Vireo_huttoni","-107.779156847251","30.0505169515705"
"Protonotaria_citrea","-88.3071276128113","36.2947957359634"
"Dendroica_dominica","-87.1317452944702","35.3237227817706"
"Mniotilta_varia","-89.4689215515738","47.6486536925127"
"Oporornis_formosus","-86.651054924738","36.2656617032299"
"Parkesia_motacilla","-86.1709681589757","37.7891104262939"
"Parkesia_noveboracensis","-98.7645906491835","57.0506021736025"
"Vermivora_cyanoptera","-85.9295824649094","39.988637351586"
"Helmitheros_vermivorum","-85.9683386764062","36.4325755567739"
"Dendroica_nigrescens","-114.717797884542","39.8745033792046"
"Cardellina_rubrifrons","-107.987781843918","29.5498172977398"
"Vermivora_celata","-112.631962380823","55.3534940253326"
"Dendroica_fusca","-81.483711166615","47.1374496725891"
"Dendroica_striata","-103.619298322273","60.75798826331"
"Oporornis_philadelphia","-87.1468538292461","50.4748464153895"
"Dendroica_castanea","-88.946629969401","52.9313094553048"
"Vermivora_peregrina","-97.0933542328373","55.3931652508326"
"Dendroica_tigrina","-94.6872711597365","53.5533964874593"
"Vermivora_virginiae","-109.906592433715","37.7788394395437"
"Vermivora_ruficapilla","-88.3389986912435","48.7772386369721"
"Dendroica_occidentalis","-121.733421655466","41.957331332576"
"Oporornis_tolmiei","-117.19127250753","47.0019334457976"
"Vermivora_luciae","-111.924654610174","33.6192525733939"
"Dendroica_magnolia","-91.6832391753168","52.6345732887083"
"Wilsonia_canadensis","-85.5344429656757","50.1065396211682"
"Dendroica_caerulescens","-76.8882659953147","44.8658754517601"
"Wilsonia_citrina","-85.4546980966594","36.0038932234219"
"Oporornis_agilis","-95.7628266681944","51.3131093981831"
"Limnothlypis_swainsonii","-87.8056699519686","33.4738986695814"
"Dendroica_palmarum","-90.4330405160227","54.1739030100283"
"Oreoscoptes_montanus","-111.940856668929","42.609495591921"
"Toxostoma_bendirei","-110.886905801377","33.9200781898948"
"Toxostoma_redivivum","-119.648506585624","35.8717413023792"
"Thryomanes_bewickii","-105.572393996998","33.312019308151"
"Salpinctes_obsoletus","-107.978340084746","36.4841109631784"
"Troglodytes_troglodytes","59.9168981321992","83.67113954577"
"Cistothorus_platensis","-73.4862040824722","-3.61962987214954"
"Sitta_canadensis","-102.412091549342","50.6687493399214"
"Certhia_americana","-100.400281773215","46.2318446986061"
"Parus_rufescens","-123.405366565735","49.2574220616347"
"Chamaea_fasciata","-120.617014153832","37.994527903592"
"Parus_gambeli","-114.375140824933","43.9914458962322"
"Parus_hudsonicus","-101.785597387525","59.0056416486287"
"Baeolophus_ridgwayi","-111.728768789773","37.835081282973"
"Psaltriparus_minimus","-108.705981791416","33.4359114557049"
"Regulus_calendula","-104.032217867528","55.3235974712677"
"Regulus_satrapa","-102.763667535372","50.3237232311332"
"Polioptila_melanura","-106.24135037582","28.7728899208062"
"Catharus_guttatus","-103.477323812816","52.1864627006818"
"Sialia_currucoides","-114.874211934424","48.9313132476343"
"Myadestes_townsendi","-117.795879352608","48.5544801800104"
"Catharus_ustulatus","-103.242601443699","55.4531785594187"
"Sialia_mexicana","-109.7437335474","34.740080112329"
