Variable,Estimate,Q2.5,Q97.5,Focal,Family
c_s,0.429399366,0.243737603,0.614784783,Rufous Hummingbird,Trochilidae
abTemp,0.381489514,0.199822682,0.559773084,Rufous Hummingbird,Trochilidae
abElev,-0.649537556,-0.86299986,-0.437771622,Rufous Hummingbird,Trochilidae
abPrecip,-0.899910586,-1.117072935,-0.684570652,Rufous Hummingbird,Trochilidae
abNDVI,0.179734069,0.058188023,0.300053689,Rufous Hummingbird,Trochilidae
,-0.215481296,-0.555310084,0.129806917,Bewick's Wren,Troglodytidae
c_s,0.884122032,0.733984308,1.036543265,Bewick's Wren,Troglodytidae
abTemp,0.501357907,0.381040458,0.620448053,Bewick's Wren,Troglodytidae
abElev,-0.923689112,-1.105422904,-0.742359219,Bewick's Wren,Troglodytidae
abPrecip,0.107348142,-0.021406417,0.23398728,Bewick's Wren,Troglodytidae
abNDVI,-0.269269152,-0.391335855,-0.148176942,Bewick's Wren,Troglodytidae
,2.992352721,2.647243716,3.347282471,Carolina Wren,Troglodytidae
c_s,-0.496812703,-0.63653985,-0.355160067,Carolina Wren,Troglodytidae
abTemp,-0.422830413,-0.569297164,-0.279294751,Carolina Wren,Troglodytidae
abElev,0.300054257,0.1752648,0.430531732,Carolina Wren,Troglodytidae
abPrecip,-0.757566424,-0.865809287,-0.650539206,Carolina Wren,Troglodytidae
abNDVI,-0.224285521,-0.316078661,-0.131046949,Carolina Wren,Troglodytidae
,1.169462475,0.883870352,1.462125948,House Wren,Troglodytidae
c_s,0.507912108,0.366251427,0.653201686,House Wren,Troglodytidae
abTemp,-0.438097589,-0.535985807,-0.341850595,House Wren,Troglodytidae
abElev,0.46362293,0.352539252,0.574028751,House Wren,Troglodytidae
abPrecip,-0.665885096,-0.757774112,-0.571598387,House Wren,Troglodytidae
abNDVI,-0.110761072,-0.176305887,-0.042494599,House Wren,Troglodytidae
,0.138722492,-0.32162465,0.615253973,Pacific Wren,Troglodytidae
c_s,-0.471812584,-0.651020282,-0.293351787,Pacific Wren,Troglodytidae
abTemp,0.180961223,-0.070016971,0.431739901,Pacific Wren,Troglodytidae
abElev,0.298606503,0.071398014,0.528468776,Pacific Wren,Troglodytidae
abPrecip,-0.647081249,-0.889790033,-0.406980554,Pacific Wren,Troglodytidae
abNDVI,0.384185962,0.17264468,0.602206746,Pacific Wren,Troglodytidae
,-1.307528322,-1.59850105,-1.00865857,Rock Wren,Troglodytidae
c_s,0.087093384,-0.049443577,0.221284441,Rock Wren,Troglodytidae
abTemp,0.269284368,0.140022369,0.397777945,Rock Wren,Troglodytidae
abElev,0.062213762,-0.065487517,0.187487711,Rock Wren,Troglodytidae
abPrecip,0.014070932,-0.086110873,0.115137372,Rock Wren,Troglodytidae
abNDVI,0.05693242,-0.055844133,0.171252462,Rock Wren,Troglodytidae
,-0.046648769,-0.372135496,0.278446762,Sedge Wren,Troglodytidae
c_s,0.301545302,0.148546827,0.456610346,Sedge Wren,Troglodytidae
abTemp,0.002160784,-0.111448043,0.115587445,Sedge Wren,Troglodytidae
abElev,0.138213081,-0.007031573,0.28128348,Sedge Wren,Troglodytidae
abPrecip,-0.745901792,-0.903865698,-0.587637926,Sedge Wren,Troglodytidae
abNDVI,0.020627796,-0.080044746,0.121801818,Sedge Wren,Troglodytidae
,-0.224012713,-0.550764425,0.109122244,Winter Wren,Troglodytidae
c_s,-0.952956981,-1.109381419,-0.796804069,Winter Wren,Troglodytidae
abTemp,0.449322312,0.31641549,0.5812683,Winter Wren,Troglodytidae
abElev,-0.264623996,-0.400737612,-0.127687103,Winter Wren,Troglodytidae
abPrecip,-0.199735103,-0.339625609,-0.063462773,Winter Wren,Troglodytidae
abNDVI,0.232522942,0.120749108,0.347125065,Winter Wren,Troglodytidae
,2.476009862,2.159246489,2.797856623,American Robin,Turdidae
c_s,-1.365130206,-1.51193798,-1.217918745,American Robin,Turdidae
abTemp,-0.51403579,-0.618800432,-0.410231172,American Robin,Turdidae
abElev,0.619556244,0.430534944,0.811484272,American Robin,Turdidae
abPrecip,0.618731126,0.470439102,0.766184728,American Robin,Turdidae
abNDVI,-0.838099726,-0.912372684,-0.763453722,American Robin,Turdidae
,1.374201838,1.0887369,1.664017325,Eastern Bluebird,Turdidae
c_s,0.232577353,0.104148206,0.360831143,Eastern Bluebird,Turdidae
abTemp,-0.458576249,-0.557123911,-0.359908582,Eastern Bluebird,Turdidae
abElev,-0.147582173,-0.246312821,-0.048622523,Eastern Bluebird,Turdidae
abPrecip,-0.121824116,-0.215942777,-0.024798924,Eastern Bluebird,Turdidae
abNDVI,-0.01558245,-0.089580475,0.058495135,Eastern Bluebird,Turdidae
,-1.663364585,-1.951864109,-1.37254151,Hermit Thrush,Turdidae
c_s,0.564035012,0.435972829,0.693748656,Hermit Thrush,Turdidae
abTemp,0.262744692,0.15782205,0.367614282,Hermit Thrush,Turdidae
abElev,0.734998553,0.5787908,0.894019864,Hermit Thrush,Turdidae
abPrecip,0.316875121,0.154665727,0.48300563,Hermit Thrush,Turdidae
abNDVI,0.417842186,0.325458646,0.510683786,Hermit Thrush,Turdidae
,-0.583215735,-0.894053692,-0.267845054,Mountain Bluebird,Turdidae
c_s,0.279475178,0.132719364,0.427097664,Mountain Bluebird,Turdidae
abTemp,0.345814266,0.231630141,0.456409806,Mountain Bluebird,Turdidae
abElev,-0.104643317,-0.224711155,0.01185797,Mountain Bluebird,Turdidae
abPrecip,-0.040929866,-0.149830837,0.068318457,Mountain Bluebird,Turdidae
abNDVI,-0.287612712,-0.407059824,-0.167212501,Mountain Bluebird,Turdidae
,-0.74442396,-1.041847841,-0.441969875,Swainson's Thrush,Turdidae
c_s,-0.243988509,-0.378642771,-0.109632951,Swainson's Thrush,Turdidae
abTemp,0.363946161,0.238759443,0.49073907,Swainson's Thrush,Turdidae
abElev,0.125341788,0.019519166,0.230790344,Swainson's Thrush,Turdidae
abPrecip,0.315678391,0.110537138,0.521438846,Swainson's Thrush,Turdidae
abNDVI,-0.038139657,-0.112064199,0.038087827,Swainson's Thrush,Turdidae
,-0.96837094,-1.290396337,-0.635214487,Townsend's Solitaire,Turdidae
c_s,0.811269361,0.660843534,0.959482306,Townsend's Solitaire,Turdidae
abTemp,0.567256103,0.456440688,0.679567773,Townsend's Solitaire,Turdidae
abElev,-0.642603643,-0.792232398,-0.488806711,Townsend's Solitaire,Turdidae
abPrecip,0.114199962,-0.001894516,0.233156872,Townsend's Solitaire,Turdidae
abNDVI,-0.500193334,-0.607998967,-0.391872031,Townsend's Solitaire,Turdidae
,-0.226258458,-0.5045449,0.062858871,Veery,Turdidae
c_s,0.952521291,0.816747572,1.089114461,Veery,Turdidae
abTemp,-0.359410108,-0.476918913,-0.242363031,Veery,Turdidae
abElev,-0.305592831,-0.423720277,-0.190821669,Veery,Turdidae
abPrecip,0.358776621,0.249734264,0.466632847,Veery,Turdidae
abNDVI,0.133310164,0.060784128,0.208003367,Veery,Turdidae
,0.15473726,-0.22269055,0.544268491,Western Bluebird,Turdidae
c_s,0.475454898,0.335234248,0.615561221,Western Bluebird,Turdidae
abTemp,-0.316029607,-0.478619458,-0.154012881,Western Bluebird,Turdidae
abElev,0.316240628,0.140611894,0.491603566,Western Bluebird,Turdidae
abPrecip,-0.250374789,-0.408340909,-0.100796429,Western Bluebird,Turdidae
abNDVI,-0.742235241,-0.90802898,-0.584605251,Western Bluebird,Turdidae
,1.352385681,1.044921737,1.665956522,Wood Thrush,Turdidae
c_s,-0.241904033,-0.378693385,-0.105456546,Wood Thrush,Turdidae
abTemp,0.13050062,0.024000765,0.235414973,Wood Thrush,Turdidae
abElev,0.60476788,0.476361976,0.72866797,Wood Thrush,Turdidae
abPrecip,-0.548675349,-0.647103986,-0.453239831,Wood Thrush,Turdidae
abNDVI,-0.018559944,-0.092926458,0.058477341,Wood Thrush,Turdidae
,0.714057583,0.401523526,1.034088199,Acadian Flycatcher,Tyrannidae
c_s,-0.847421999,-1.00017358,-0.695299497,Acadian Flycatcher,Tyrannidae
abTemp,-0.111462223,-0.215953554,-0.006922526,Acadian Flycatcher,Tyrannidae
abElev,0.543687569,0.401362178,0.690265463,Acadian Flycatcher,Tyrannidae
abPrecip,-0.292261184,-0.398213057,-0.1875299,Acadian Flycatcher,Tyrannidae
abNDVI,3.97E-05,-0.08273695,0.080807274,Acadian Flycatcher,Tyrannidae
,0.007992629,-0.331079256,0.342117186,Ash-throated Flycatcher,Tyrannidae
c_s,-1.517065192,-1.71351815,-1.326652185,Ash-throated Flycatcher,Tyrannidae
abTemp,1.000742875,0.803645708,1.199212842,Ash-throated Flycatcher,Tyrannidae
abElev,-0.092705166,-0.304643081,0.120788245,Ash-throated Flycatcher,Tyrannidae
abPrecip,-0.283095711,-0.500556676,-0.065296364,Ash-throated Flycatcher,Tyrannidae
abNDVI,-0.905859837,-1.120056631,-0.696612329,Ash-throated Flycatcher,Tyrannidae
,-0.269564512,-0.622255514,0.100771091,Cassin's Kingbird,Tyrannidae
c_s,0.178900415,-0.004309526,0.362520434,Cassin's Kingbird,Tyrannidae
abTemp,1.078767891,0.838328447,1.321217283,Cassin's Kingbird,Tyrannidae
abElev,-0.955231145,-1.181669904,-0.730619718,Cassin's Kingbird,Tyrannidae
abPrecip,0.150436256,-0.041165905,0.344864017,Cassin's Kingbird,Tyrannidae
abNDVI,-0.133224657,-0.317698951,0.052880482,Cassin's Kingbird,Tyrannidae
,-2.240940444,-2.582736889,-1.889583934,Cordilleran Flycatcher,Tyrannidae
c_s,0.189211754,0.033699704,0.345156325,Cordilleran Flycatcher,Tyrannidae
abTemp,0.88386078,0.702180437,1.063027393,Cordilleran Flycatcher,Tyrannidae
abElev,0.293170103,0.131772959,0.458634594,Cordilleran Flycatcher,Tyrannidae
abPrecip,-0.193321271,-0.320334445,-0.065333002,Cordilleran Flycatcher,Tyrannidae
abNDVI,0.287262361,0.132276468,0.439686742,Cordilleran Flycatcher,Tyrannidae
,-0.904146607,-1.227443788,-0.577974407,Dusky Flycatcher,Tyrannidae
c_s,0.457782374,0.319310539,0.599083383,Dusky Flycatcher,Tyrannidae
abTemp,0.03675073,-0.100319043,0.169100515,Dusky Flycatcher,Tyrannidae
abElev,0.558922297,0.406403082,0.712691642,Dusky Flycatcher,Tyrannidae
abPrecip,0.174878558,0.046043501,0.308980628,Dusky Flycatcher,Tyrannidae
abNDVI,-0.404821829,-0.519841066,-0.289312172,Dusky Flycatcher,Tyrannidae
,-0.200277753,-0.472476702,0.08295074,Eastern Kingbird,Tyrannidae
c_s,0.205734132,0.076746944,0.333221517,Eastern Kingbird,Tyrannidae
abTemp,0.005230823,-0.09689634,0.108263086,Eastern Kingbird,Tyrannidae
abElev,-0.602705445,-0.705517896,-0.501538879,Eastern Kingbird,Tyrannidae
abPrecip,0.629786445,0.525604363,0.733107975,Eastern Kingbird,Tyrannidae
abNDVI,-0.119956534,-0.18643992,-0.050889379,Eastern Kingbird,Tyrannidae
,0.566320627,0.287365642,0.854960942,Eastern Phoebe,Tyrannidae
c_s,-0.111982533,-0.244307114,0.021435075,Eastern Phoebe,Tyrannidae
abTemp,0.357770786,0.248458482,0.465258721,Eastern Phoebe,Tyrannidae
abElev,-0.468413357,-0.56959174,-0.367573496,Eastern Phoebe,Tyrannidae
abPrecip,-0.201452243,-0.29741742,-0.104291768,Eastern Phoebe,Tyrannidae
abNDVI,0.266108032,0.19765003,0.337289878,Eastern Phoebe,Tyrannidae
,1.366908495,1.07780466,1.660841961,Eastern Wood-Pewee,Tyrannidae
c_s,-0.110486228,-0.24247646,0.023572777,Eastern Wood-Pewee,Tyrannidae
abTemp,-0.078627928,-0.18035695,0.024658202,Eastern Wood-Pewee,Tyrannidae
abElev,-0.199858997,-0.302288553,-0.098161302,Eastern Wood-Pewee,Tyrannidae
abPrecip,-0.3801986,-0.47496594,-0.284418998,Eastern Wood-Pewee,Tyrannidae
abNDVI,0.029610841,-0.03986115,0.099746516,Eastern Wood-Pewee,Tyrannidae
,-1.861180428,-2.243406197,-1.481037249,Gray Flycatcher,Tyrannidae
c_s,0.516628315,0.354802837,0.677666843,Gray Flycatcher,Tyrannidae
abTemp,0.246650021,0.092525747,0.402786929,Gray Flycatcher,Tyrannidae
abElev,0.559485792,0.352751861,0.765041553,Gray Flycatcher,Tyrannidae
abPrecip,-0.062974753,-0.244857935,0.117974016,Gray Flycatcher,Tyrannidae
abNDVI,0.178418977,-0.045498258,0.400236966,Gray Flycatcher,Tyrannidae
,0.642976157,0.364371713,0.928621062,Great Crested Flycatcher,Tyrannidae
c_s,-0.370228694,-0.50812826,-0.234341852,Great Crested Flycatcher,Tyrannidae
abTemp,0.282636322,0.174793006,0.388405287,Great Crested Flycatcher,Tyrannidae
abElev,-0.653399216,-0.756717115,-0.549489795,Great Crested Flycatcher,Tyrannidae
abPrecip,0.349885441,0.252448564,0.447146012,Great Crested Flycatcher,Tyrannidae
abNDVI,0.031163546,-0.058787984,0.120573265,Great Crested Flycatcher,Tyrannidae
,-0.092606497,-0.426861359,0.238119867,Hammond's Flycatcher,Tyrannidae
c_s,0.021032104,-0.128319164,0.171209769,Hammond's Flycatcher,Tyrannidae
abTemp,0.200425782,0.091517201,0.307707481,Hammond's Flycatcher,Tyrannidae
abElev,-0.156297828,-0.29121612,-0.021595057,Hammond's Flycatcher,Tyrannidae
abPrecip,-0.342368408,-0.511617994,-0.168729481,Hammond's Flycatcher,Tyrannidae
abNDVI,-0.053648463,-0.145134894,0.035768801,Hammond's Flycatcher,Tyrannidae
,0.15214454,-0.13620507,0.452277181,Least Flycatcher,Tyrannidae
c_s,0.86871124,0.73699173,1.001951846,Least Flycatcher,Tyrannidae
abTemp,-0.700257665,-0.810247245,-0.591572889,Least Flycatcher,Tyrannidae
abElev,-0.753543984,-0.861636008,-0.647749667,Least Flycatcher,Tyrannidae
abPrecip,0.417425308,0.298756244,0.532676061,Least Flycatcher,Tyrannidae
abNDVI,0.236755435,0.156134097,0.317031056,Least Flycatcher,Tyrannidae
,-2.431858551,-2.73361912,-2.132050096,Olive-sided Flycatcher,Tyrannidae
c_s,0.291065131,0.155419003,0.428676319,Olive-sided Flycatcher,Tyrannidae
abTemp,0.993966105,0.879898456,1.108650127,Olive-sided Flycatcher,Tyrannidae
abElev,-0.1758552,-0.316375105,-0.034211188,Olive-sided Flycatcher,Tyrannidae
abPrecip,0.626684588,0.492318678,0.765249737,Olive-sided Flycatcher,Tyrannidae
abNDVI,-0.300931079,-0.388370338,-0.213805507,Olive-sided Flycatcher,Tyrannidae
,0.11887792,-0.293289053,0.541220875,Pacific-slope Flycatcher,Tyrannidae
c_s,-0.799458223,-0.989250977,-0.611941871,Pacific-slope Flycatcher,Tyrannidae
abTemp,-0.160847103,-0.317733556,-0.009651025,Pacific-slope Flycatcher,Tyrannidae
abElev,0.214535112,0.036119646,0.39023313,Pacific-slope Flycatcher,Tyrannidae
abPrecip,0.487915261,0.235828081,0.749209357,Pacific-slope Flycatcher,Tyrannidae
abNDVI,0.283154736,0.085252691,0.484043562,Pacific-slope Flycatcher,Tyrannidae
,-1.280136612,-1.568346877,-0.989510401,Say's Phoebe,Tyrannidae
c_s,0.34645539,0.214175728,0.478712522,Say's Phoebe,Tyrannidae
abTemp,0.371510776,0.259585103,0.485385751,Say's Phoebe,Tyrannidae
abElev,0.286394365,0.1707235,0.402162146,Say's Phoebe,Tyrannidae
abPrecip,0.009757993,-0.09823588,0.118941051,Say's Phoebe,Tyrannidae
abNDVI,-0.245348635,-0.346158082,-0.146776656,Say's Phoebe,Tyrannidae
,3.05781443,2.497655147,3.620449,Scissor-tailed Flycatcher,Tyrannidae
c_s,-0.795332356,-0.993894081,-0.596523049,Scissor-tailed Flycatcher,Tyrannidae
abTemp,-0.056638462,-0.268988479,0.159063636,Scissor-tailed Flycatcher,Tyrannidae
abElev,-0.325484615,-0.544096013,-0.110256518,Scissor-tailed Flycatcher,Tyrannidae
abPrecip,-0.20423659,-0.416951191,0.005445756,Scissor-tailed Flycatcher,Tyrannidae
abNDVI,-1.158997659,-1.338964645,-0.981862924,Scissor-tailed Flycatcher,Tyrannidae
,0.534609723,0.225107648,0.837697738,Western Kingbird,Tyrannidae
c_s,-0.005496137,-0.1439257,0.132337262,Western Kingbird,Tyrannidae
abTemp,0.092637688,-0.016897948,0.202637004,Western Kingbird,Tyrannidae
abElev,-0.520851586,-0.628980987,-0.413777231,Western Kingbird,Tyrannidae
abPrecip,-0.487523101,-0.580325522,-0.394203821,Western Kingbird,Tyrannidae
abNDVI,-0.15723382,-0.251056353,-0.06104874,Western Kingbird,Tyrannidae
,-1.516878418,-1.819548626,-1.212948247,Western Wood-Pewee,Tyrannidae
c_s,-0.654453183,-0.795909749,-0.51258067,Western Wood-Pewee,Tyrannidae
abTemp,-0.192618541,-0.303844008,-0.080587849,Western Wood-Pewee,Tyrannidae
abElev,0.161551066,0.034724062,0.288725902,Western Wood-Pewee,Tyrannidae
abPrecip,-0.804125731,-0.926667405,-0.682810146,Western Wood-Pewee,Tyrannidae
abNDVI,0.926984358,0.828069802,1.027792223,Western Wood-Pewee,Tyrannidae
,-1.646671853,-1.921583791,-1.369764396,Willow Flycatcher,Tyrannidae
c_s,0.194830367,0.066228835,0.322855013,Willow Flycatcher,Tyrannidae
abTemp,-0.286772932,-0.390363635,-0.184934168,Willow Flycatcher,Tyrannidae
abElev,0.333799825,0.209573672,0.455956346,Willow Flycatcher,Tyrannidae
abPrecip,1.069972575,0.943900287,1.195067027,Willow Flycatcher,Tyrannidae
abNDVI,-0.115389881,-0.184087023,-0.04578009,Willow Flycatcher,Tyrannidae
,-0.157873836,-0.518832864,0.210865291,Bell's Vireo,Vireonidae
c_s,0.62518571,0.474349226,0.775712501,Bell's Vireo,Vireonidae
abTemp,-0.119696368,-0.265669861,0.024420962,Bell's Vireo,Vireonidae
abElev,-0.991159773,-1.211682759,-0.776589784,Bell's Vireo,Vireonidae
abPrecip,-0.849066823,-0.999893808,-0.699392354,Bell's Vireo,Vireonidae
abNDVI,0.945362618,0.788989912,1.10269875,Bell's Vireo,Vireonidae
,0.976509002,0.504595798,1.439820981,Blue-headed Vireo,Vireonidae
c_s,-0.999253263,-1.237311351,-0.755519208,Blue-headed Vireo,Vireonidae
abTemp,0.266278094,0.147106229,0.38518897,Blue-headed Vireo,Vireonidae
abElev,-0.016855442,-0.133049445,0.099137579,Blue-headed Vireo,Vireonidae
abPrecip,0.06017286,-0.047960898,0.168644914,Blue-headed Vireo,Vireonidae
abNDVI,0.210055451,0.127725511,0.292465949,Blue-headed Vireo,Vireonidae
,-0.458608498,-0.804384981,-0.113202522,Cassin's Vireo,Vireonidae
c_s,0.432091267,0.286972454,0.580584101,Cassin's Vireo,Vireonidae
abTemp,0.354864901,0.196321368,0.520636357,Cassin's Vireo,Vireonidae
abElev,-0.663608214,-0.823024507,-0.508687033,Cassin's Vireo,Vireonidae
abPrecip,0.060669634,-0.111611252,0.231606523,Cassin's Vireo,Vireonidae
abNDVI,0.344497539,0.186418902,0.500316088,Cassin's Vireo,Vireonidae
,1.73462408,1.289693916,2.172451772,Plumbeous Vireo,Vireonidae
c_s,0.05606146,-0.153052059,0.26581542,Plumbeous Vireo,Vireonidae
abTemp,-0.08668435,-0.266008761,0.092303458,Plumbeous Vireo,Vireonidae
abElev,-0.44654085,-0.58993433,-0.304573285,Plumbeous Vireo,Vireonidae
abPrecip,-0.684839383,-0.866229914,-0.50522574,Plumbeous Vireo,Vireonidae
abNDVI,-0.133281947,-0.251991271,-0.017487995,Plumbeous Vireo,Vireonidae
,0.857914397,0.579407567,1.144513258,Red-eyed Vireo,Vireonidae
c_s,-0.900428612,-1.03136803,-0.770099565,Red-eyed Vireo,Vireonidae
abTemp,-0.295699504,-0.404680235,-0.186436149,Red-eyed Vireo,Vireonidae
abElev,0.138469971,0.043875451,0.231980429,Red-eyed Vireo,Vireonidae
abPrecip,0.07024519,-0.02318941,0.164166089,Red-eyed Vireo,Vireonidae
abNDVI,-0.179096376,-0.246032649,-0.111398547,Red-eyed Vireo,Vireonidae
,0.293014199,-0.004725675,0.594243282,Warbling Vireo,Vireonidae
c_s,-0.157119094,-0.283136227,-0.032387018,Warbling Vireo,Vireonidae
abTemp,-0.404468348,-0.506440899,-0.304486626,Warbling Vireo,Vireonidae
abElev,1.281640637,1.110210992,1.453506903,Warbling Vireo,Vireonidae
abPrecip,-0.45539074,-0.579267638,-0.328656168,Warbling Vireo,Vireonidae
abNDVI,-0.520721284,-0.596041823,-0.447670523,Warbling Vireo,Vireonidae
,1.799750913,1.495747113,2.108108806,White-eyed Vireo,Vireonidae
c_s,0.270780758,0.131054171,0.410736941,White-eyed Vireo,Vireonidae
abTemp,-0.754636143,-0.876589216,-0.63397115,White-eyed Vireo,Vireonidae
abElev,-0.191145874,-0.299187866,-0.081617642,White-eyed Vireo,Vireonidae
abPrecip,-0.706607532,-0.813902031,-0.601365421,White-eyed Vireo,Vireonidae
abNDVI,0.598585049,0.50037455,0.698141195,White-eyed Vireo,Vireonidae
,-1.759602825,-2.044133242,-1.469087094,Yellow-throated Vireo,Vireonidae
c_s,0.576926551,0.441994933,0.710625875,Yellow-throated Vireo,Vireonidae
abTemp,0.675665317,0.565982853,0.782076628,Yellow-throated Vireo,Vireonidae
abElev,0.054882699,-0.047293133,0.156128927,Yellow-throated Vireo,Vireonidae
abPrecip,0.09530843,-0.002885578,0.195369958,Yellow-throated Vireo,Vireonidae
abNDVI,-0.008795537,-0.079928323,0.063891147,Yellow-throated Vireo,Vireonidae
