AOU,CommonName,Competitor
6290,Blue-headed Vireo,Bell's Vireo
6290,Blue-headed Vireo,Black-capped Vireo
6290,Blue-headed Vireo,Yellow-throated Vireo
6290,Blue-headed Vireo,Warbling Vireo
6290,Blue-headed Vireo,Philadelphia Vireo
6290,Blue-headed Vireo,Red-eyed Vireo
6290,Blue-headed Vireo,Black-whiskered Vireo
6310,White-eyed Vireo,Bell's Vireo
6310,White-eyed Vireo,Black-capped Vireo
6310,White-eyed Vireo,Yellow-throated Vireo
6310,White-eyed Vireo,Blue-headed Vireo
6310,White-eyed Vireo,Warbling Vireo
6310,White-eyed Vireo,Red-eyed Vireo
6310,White-eyed Vireo,Black-whiskered Vireo
6480,Northern Parula,Blue-winged Warbler
6480,Northern Parula,Golden-winged Warbler
6480,Northern Parula,Tennessee Warbler
6480,Northern Parula,Orange-crowned Warbler
6480,Northern Parula,Nashville Warbler
6480,Northern Parula,Tropical Parula
6480,Northern Parula,Yellow Warbler
6480,Northern Parula,Chestnut-sided Warbler
6480,Northern Parula,Magnolia Warbler
6480,Northern Parula,Cape May Warbler
6480,Northern Parula,Black-throated Blue Warbler
6480,Northern Parula,Yellow-rumped Warbler
6480,Northern Parula,Golden-cheeked Warbler
6480,Northern Parula,Black-throated Green Warbler
6480,Northern Parula,Blackburnian Warbler
6480,Northern Parula,Yellow-throated Warbler
6480,Northern Parula,Pine Warbler
6480,Northern Parula,Kirtland's Warbler
6480,Northern Parula,Prairie Warbler
6480,Northern Parula,Palm Warbler
6480,Northern Parula,Bay-breasted Warbler
6480,Northern Parula,Blackpoll Warbler
6480,Northern Parula,Cerulean Warbler
6480,Northern Parula,Black-and-white Warbler
6480,Northern Parula,American Redstart
6480,Northern Parula,Prothonotary Warbler
6480,Northern Parula,Worm-eating Warbler
6480,Northern Parula,Swainson's Warbler
6480,Northern Parula,Ovenbird
6480,Northern Parula,Northern Waterthrush
6480,Northern Parula,Louisiana Waterthrush
6480,Northern Parula,Kentucky Warbler
6480,Northern Parula,Connecticut Warbler
6480,Northern Parula,Mourning Warbler
6480,Northern Parula,Common Yellowthroat
6480,Northern Parula,Hooded Warbler
6480,Northern Parula,Wilson's Warbler
6480,Northern Parula,Canada Warbler
6480,Northern Parula,Yellow-breasted Chat
6520,Yellow Warbler,Blue-winged Warbler
6520,Yellow Warbler,Golden-winged Warbler
6520,Yellow Warbler,Tennessee Warbler
6520,Yellow Warbler,Orange-crowned Warbler
6520,Yellow Warbler,Nashville Warbler
6520,Yellow Warbler,Virginia's Warbler
6520,Yellow Warbler,Lucy's Warbler
6520,Yellow Warbler,Northern Parula
6520,Yellow Warbler,Chestnut-sided Warbler
6520,Yellow Warbler,Magnolia Warbler
6520,Yellow Warbler,Cape May Warbler
6520,Yellow Warbler,Black-throated Blue Warbler
6520,Yellow Warbler,Yellow-rumped Warbler
6520,Yellow Warbler,Black-throated Gray Warbler
6520,Yellow Warbler,Black-throated Green Warbler
6520,Yellow Warbler,Townsend's Warbler
6520,Yellow Warbler,Hermit Warbler
6520,Yellow Warbler,Blackburnian Warbler
6520,Yellow Warbler,Yellow-throated Warbler
6520,Yellow Warbler,Grace's Warbler
6520,Yellow Warbler,Pine Warbler
6520,Yellow Warbler,Kirtland's Warbler
6520,Yellow Warbler,Prairie Warbler
6520,Yellow Warbler,Palm Warbler
6520,Yellow Warbler,Bay-breasted Warbler
6520,Yellow Warbler,Blackpoll Warbler
6520,Yellow Warbler,Cerulean Warbler
6520,Yellow Warbler,Black-and-white Warbler
6520,Yellow Warbler,American Redstart
6520,Yellow Warbler,Prothonotary Warbler
6520,Yellow Warbler,Worm-eating Warbler
6520,Yellow Warbler,Swainson's Warbler
6520,Yellow Warbler,Ovenbird
6520,Yellow Warbler,Northern Waterthrush
6520,Yellow Warbler,Louisiana Waterthrush
6520,Yellow Warbler,Kentucky Warbler
6520,Yellow Warbler,Connecticut Warbler
6520,Yellow Warbler,Mourning Warbler
6520,Yellow Warbler,MacGillivray's Warbler
6520,Yellow Warbler,Common Yellowthroat
6520,Yellow Warbler,Hooded Warbler
6520,Yellow Warbler,Wilson's Warbler
6520,Yellow Warbler,Canada Warbler
6520,Yellow Warbler,Red-faced Warbler
6520,Yellow Warbler,Painted Redstart
6520,Yellow Warbler,Yellow-breasted Chat
6550,Yellow-rumped Warbler,Blue-winged Warbler
6550,Yellow-rumped Warbler,Golden-winged Warbler
6550,Yellow-rumped Warbler,Tennessee Warbler
6550,Yellow-rumped Warbler,Orange-crowned Warbler
6550,Yellow-rumped Warbler,Nashville Warbler
6550,Yellow-rumped Warbler,Virginia's Warbler
6550,Yellow-rumped Warbler,Colima Warbler
6550,Yellow-rumped Warbler,Lucy's Warbler
6550,Yellow-rumped Warbler,Northern Parula
6550,Yellow-rumped Warbler,Tropical Parula
6550,Yellow-rumped Warbler,Yellow Warbler
6550,Yellow-rumped Warbler,Chestnut-sided Warbler
6550,Yellow-rumped Warbler,Magnolia Warbler
6550,Yellow-rumped Warbler,Cape May Warbler
6550,Yellow-rumped Warbler,Black-throated Blue Warbler
6550,Yellow-rumped Warbler,Black-throated Gray Warbler
6550,Yellow-rumped Warbler,Golden-cheeked Warbler
6550,Yellow-rumped Warbler,Black-throated Green Warbler
6550,Yellow-rumped Warbler,Townsend's Warbler
6550,Yellow-rumped Warbler,Hermit Warbler
6550,Yellow-rumped Warbler,Blackburnian Warbler
6550,Yellow-rumped Warbler,Yellow-throated Warbler
6550,Yellow-rumped Warbler,Grace's Warbler
6550,Yellow-rumped Warbler,Pine Warbler
6550,Yellow-rumped Warbler,Kirtland's Warbler
6550,Yellow-rumped Warbler,Prairie Warbler
6550,Yellow-rumped Warbler,Palm Warbler
6550,Yellow-rumped Warbler,Bay-breasted Warbler
6550,Yellow-rumped Warbler,Blackpoll Warbler
6550,Yellow-rumped Warbler,Cerulean Warbler
6550,Yellow-rumped Warbler,Black-and-white Warbler
6550,Yellow-rumped Warbler,American Redstart
6550,Yellow-rumped Warbler,Prothonotary Warbler
6550,Yellow-rumped Warbler,Worm-eating Warbler
6550,Yellow-rumped Warbler,Swainson's Warbler
6550,Yellow-rumped Warbler,Ovenbird
6550,Yellow-rumped Warbler,Northern Waterthrush
6550,Yellow-rumped Warbler,Louisiana Waterthrush
6550,Yellow-rumped Warbler,Kentucky Warbler
6550,Yellow-rumped Warbler,Connecticut Warbler
6550,Yellow-rumped Warbler,Mourning Warbler
6550,Yellow-rumped Warbler,MacGillivray's Warbler
6550,Yellow-rumped Warbler,Common Yellowthroat
6550,Yellow-rumped Warbler,Hooded Warbler
6550,Yellow-rumped Warbler,Wilson's Warbler
6550,Yellow-rumped Warbler,Canada Warbler
6550,Yellow-rumped Warbler,Red-faced Warbler
6550,Yellow-rumped Warbler,Painted Redstart
6550,Yellow-rumped Warbler,Slate-throated Redstart
6550,Yellow-rumped Warbler,Fan-tailed Warbler
6550,Yellow-rumped Warbler,Yellow-breasted Chat
6590,Chestnut-sided Warbler,Blue-winged Warbler
6590,Chestnut-sided Warbler,Golden-winged Warbler
6590,Chestnut-sided Warbler,Tennessee Warbler
6590,Chestnut-sided Warbler,Orange-crowned Warbler
6590,Chestnut-sided Warbler,Nashville Warbler
6590,Chestnut-sided Warbler,Northern Parula
6590,Chestnut-sided Warbler,Yellow Warbler
6590,Chestnut-sided Warbler,Magnolia Warbler
6590,Chestnut-sided Warbler,Cape May Warbler
6590,Chestnut-sided Warbler,Black-throated Blue Warbler
6590,Chestnut-sided Warbler,Yellow-rumped Warbler
6590,Chestnut-sided Warbler,Black-throated Green Warbler
6590,Chestnut-sided Warbler,Blackburnian Warbler
6590,Chestnut-sided Warbler,Yellow-throated Warbler
6590,Chestnut-sided Warbler,Pine Warbler
6590,Chestnut-sided Warbler,Kirtland's Warbler
6590,Chestnut-sided Warbler,Prairie Warbler
6590,Chestnut-sided Warbler,Palm Warbler
6590,Chestnut-sided Warbler,Bay-breasted Warbler
6590,Chestnut-sided Warbler,Blackpoll Warbler
6590,Chestnut-sided Warbler,Cerulean Warbler
6590,Chestnut-sided Warbler,Black-and-white Warbler
6590,Chestnut-sided Warbler,American Redstart
6590,Chestnut-sided Warbler,Prothonotary Warbler
6590,Chestnut-sided Warbler,Worm-eating Warbler
6590,Chestnut-sided Warbler,Swainson's Warbler
6590,Chestnut-sided Warbler,Ovenbird
6590,Chestnut-sided Warbler,Northern Waterthrush
6590,Chestnut-sided Warbler,Louisiana Waterthrush
6590,Chestnut-sided Warbler,Kentucky Warbler
6590,Chestnut-sided Warbler,Connecticut Warbler
6590,Chestnut-sided Warbler,Mourning Warbler
6590,Chestnut-sided Warbler,Common Yellowthroat
6590,Chestnut-sided Warbler,Hooded Warbler
6590,Chestnut-sided Warbler,Wilson's Warbler
6590,Chestnut-sided Warbler,Canada Warbler
6590,Chestnut-sided Warbler,Yellow-breasted Chat
6670,Black-throated Green Warbler,Blue-winged Warbler
6670,Black-throated Green Warbler,Golden-winged Warbler
6670,Black-throated Green Warbler,Tennessee Warbler
6670,Black-throated Green Warbler,Orange-crowned Warbler
6670,Black-throated Green Warbler,Nashville Warbler
6670,Black-throated Green Warbler,Northern Parula
6670,Black-throated Green Warbler,Yellow Warbler
6670,Black-throated Green Warbler,Chestnut-sided Warbler
6670,Black-throated Green Warbler,Magnolia Warbler
6670,Black-throated Green Warbler,Cape May Warbler
6670,Black-throated Green Warbler,Black-throated Blue Warbler
6670,Black-throated Green Warbler,Yellow-rumped Warbler
6670,Black-throated Green Warbler,Blackburnian Warbler
6670,Black-throated Green Warbler,Yellow-throated Warbler
6670,Black-throated Green Warbler,Pine Warbler
6670,Black-throated Green Warbler,Kirtland's Warbler
6670,Black-throated Green Warbler,Prairie Warbler
6670,Black-throated Green Warbler,Palm Warbler
6670,Black-throated Green Warbler,Bay-breasted Warbler
6670,Black-throated Green Warbler,Blackpoll Warbler
6670,Black-throated Green Warbler,Cerulean Warbler
6670,Black-throated Green Warbler,Black-and-white Warbler
6670,Black-throated Green Warbler,American Redstart
6670,Black-throated Green Warbler,Prothonotary Warbler
6670,Black-throated Green Warbler,Worm-eating Warbler
6670,Black-throated Green Warbler,Swainson's Warbler
6670,Black-throated Green Warbler,Ovenbird
6670,Black-throated Green Warbler,Northern Waterthrush
6670,Black-throated Green Warbler,Louisiana Waterthrush
6670,Black-throated Green Warbler,Kentucky Warbler
6670,Black-throated Green Warbler,Connecticut Warbler
6670,Black-throated Green Warbler,Mourning Warbler
6670,Black-throated Green Warbler,Common Yellowthroat
6670,Black-throated Green Warbler,Hooded Warbler
6670,Black-throated Green Warbler,Wilson's Warbler
6670,Black-throated Green Warbler,Canada Warbler
6670,Black-throated Green Warbler,Yellow-breasted Chat
6680,Townsend's Warbler,Tennessee Warbler
6680,Townsend's Warbler,Orange-crowned Warbler
6680,Townsend's Warbler,Nashville Warbler
6680,Townsend's Warbler,Virginia's Warbler
6680,Townsend's Warbler,Yellow Warbler
6680,Townsend's Warbler,Yellow-rumped Warbler
6680,Townsend's Warbler,Black-throated Gray Warbler
6680,Townsend's Warbler,Hermit Warbler
6680,Townsend's Warbler,Grace's Warbler
6680,Townsend's Warbler,Palm Warbler
6680,Townsend's Warbler,Blackpoll Warbler
6680,Townsend's Warbler,American Redstart
6680,Townsend's Warbler,Ovenbird
6680,Townsend's Warbler,Northern Waterthrush
6680,Townsend's Warbler,Connecticut Warbler
6680,Townsend's Warbler,Mourning Warbler
6680,Townsend's Warbler,MacGillivray's Warbler
6680,Townsend's Warbler,Common Yellowthroat
6680,Townsend's Warbler,Wilson's Warbler
6680,Townsend's Warbler,Red-faced Warbler
6680,Townsend's Warbler,Painted Redstart
6680,Townsend's Warbler,Yellow-breasted Chat
6710,Pine Warbler,Blue-winged Warbler
6710,Pine Warbler,Golden-winged Warbler
6710,Pine Warbler,Tennessee Warbler
6710,Pine Warbler,Orange-crowned Warbler
6710,Pine Warbler,Nashville Warbler
6710,Pine Warbler,Northern Parula
6710,Pine Warbler,Tropical Parula
6710,Pine Warbler,Yellow Warbler
6710,Pine Warbler,Chestnut-sided Warbler
6710,Pine Warbler,Magnolia Warbler
6710,Pine Warbler,Cape May Warbler
6710,Pine Warbler,Black-throated Blue Warbler
6710,Pine Warbler,Yellow-rumped Warbler
6710,Pine Warbler,Black-throated Green Warbler
6710,Pine Warbler,Blackburnian Warbler
6710,Pine Warbler,Yellow-throated Warbler
6710,Pine Warbler,Prairie Warbler
6710,Pine Warbler,Palm Warbler
6710,Pine Warbler,Bay-breasted Warbler
6710,Pine Warbler,Blackpoll Warbler
6710,Pine Warbler,Cerulean Warbler
6710,Pine Warbler,Black-and-white Warbler
6710,Pine Warbler,American Redstart
6710,Pine Warbler,Prothonotary Warbler
6710,Pine Warbler,Worm-eating Warbler
6710,Pine Warbler,Swainson's Warbler
6710,Pine Warbler,Ovenbird
6710,Pine Warbler,Northern Waterthrush
6710,Pine Warbler,Louisiana Waterthrush
6710,Pine Warbler,Kentucky Warbler
6710,Pine Warbler,Connecticut Warbler
6710,Pine Warbler,Mourning Warbler
6710,Pine Warbler,Common Yellowthroat
6710,Pine Warbler,Hooded Warbler
6710,Pine Warbler,Wilson's Warbler
6710,Pine Warbler,Canada Warbler
6710,Pine Warbler,Yellow-breasted Chat
6730,Prairie Warbler,Blue-winged Warbler
6730,Prairie Warbler,Golden-winged Warbler
6730,Prairie Warbler,Tennessee Warbler
6730,Prairie Warbler,Orange-crowned Warbler
6730,Prairie Warbler,Nashville Warbler
6730,Prairie Warbler,Northern Parula
6730,Prairie Warbler,Yellow Warbler
6730,Prairie Warbler,Chestnut-sided Warbler
6730,Prairie Warbler,Magnolia Warbler
6730,Prairie Warbler,Cape May Warbler
6730,Prairie Warbler,Black-throated Blue Warbler
6730,Prairie Warbler,Yellow-rumped Warbler
6730,Prairie Warbler,Black-throated Green Warbler
6730,Prairie Warbler,Blackburnian Warbler
6730,Prairie Warbler,Yellow-throated Warbler
6730,Prairie Warbler,Pine Warbler
6730,Prairie Warbler,Kirtland's Warbler
6730,Prairie Warbler,Palm Warbler
6730,Prairie Warbler,Bay-breasted Warbler
6730,Prairie Warbler,Blackpoll Warbler
6730,Prairie Warbler,Cerulean Warbler
6730,Prairie Warbler,Black-and-white Warbler
6730,Prairie Warbler,American Redstart
6730,Prairie Warbler,Prothonotary Warbler
6730,Prairie Warbler,Worm-eating Warbler
6730,Prairie Warbler,Swainson's Warbler
6730,Prairie Warbler,Ovenbird
6730,Prairie Warbler,Northern Waterthrush
6730,Prairie Warbler,Louisiana Waterthrush
6730,Prairie Warbler,Kentucky Warbler
6730,Prairie Warbler,Connecticut Warbler
6730,Prairie Warbler,Mourning Warbler
6730,Prairie Warbler,Common Yellowthroat
6730,Prairie Warbler,Hooded Warbler
6730,Prairie Warbler,Wilson's Warbler
6730,Prairie Warbler,Canada Warbler
6730,Prairie Warbler,Yellow-breasted Chat
6740,Ovenbird,Blue-winged Warbler
6740,Ovenbird,Golden-winged Warbler
6740,Ovenbird,Tennessee Warbler
6740,Ovenbird,Orange-crowned Warbler
6740,Ovenbird,Nashville Warbler
6740,Ovenbird,Northern Parula
6740,Ovenbird,Yellow Warbler
6740,Ovenbird,Chestnut-sided Warbler
6740,Ovenbird,Magnolia Warbler
6740,Ovenbird,Cape May Warbler
6740,Ovenbird,Black-throated Blue Warbler
6740,Ovenbird,Yellow-rumped Warbler
6740,Ovenbird,Black-throated Green Warbler
6740,Ovenbird,Townsend's Warbler
6740,Ovenbird,Blackburnian Warbler
6740,Ovenbird,Yellow-throated Warbler
6740,Ovenbird,Pine Warbler
6740,Ovenbird,Kirtland's Warbler
6740,Ovenbird,Prairie Warbler
6740,Ovenbird,Palm Warbler
6740,Ovenbird,Bay-breasted Warbler
6740,Ovenbird,Blackpoll Warbler
6740,Ovenbird,Cerulean Warbler
6740,Ovenbird,Black-and-white Warbler
6740,Ovenbird,American Redstart
6740,Ovenbird,Prothonotary Warbler
6740,Ovenbird,Worm-eating Warbler
6740,Ovenbird,Swainson's Warbler
6740,Ovenbird,Northern Waterthrush
6740,Ovenbird,Louisiana Waterthrush
6740,Ovenbird,Kentucky Warbler
6740,Ovenbird,Connecticut Warbler
6740,Ovenbird,Mourning Warbler
6740,Ovenbird,Common Yellowthroat
6740,Ovenbird,Hooded Warbler
6740,Ovenbird,Wilson's Warbler
6740,Ovenbird,Canada Warbler
6740,Ovenbird,Yellow-breasted Chat
6810,Common Yellowthroat,Blue-winged Warbler
6810,Common Yellowthroat,Golden-winged Warbler
6810,Common Yellowthroat,Tennessee Warbler
6810,Common Yellowthroat,Orange-crowned Warbler
6810,Common Yellowthroat,Nashville Warbler
6810,Common Yellowthroat,Virginia's Warbler
6810,Common Yellowthroat,Colima Warbler
6810,Common Yellowthroat,Lucy's Warbler
6810,Common Yellowthroat,Northern Parula
6810,Common Yellowthroat,Tropical Parula
6810,Common Yellowthroat,Yellow Warbler
6810,Common Yellowthroat,Chestnut-sided Warbler
6810,Common Yellowthroat,Magnolia Warbler
6810,Common Yellowthroat,Cape May Warbler
6810,Common Yellowthroat,Black-throated Blue Warbler
6810,Common Yellowthroat,Yellow-rumped Warbler
6810,Common Yellowthroat,Black-throated Gray Warbler
6810,Common Yellowthroat,Golden-cheeked Warbler
6810,Common Yellowthroat,Black-throated Green Warbler
6810,Common Yellowthroat,Townsend's Warbler
6810,Common Yellowthroat,Hermit Warbler
6810,Common Yellowthroat,Blackburnian Warbler
6810,Common Yellowthroat,Yellow-throated Warbler
6810,Common Yellowthroat,Grace's Warbler
6810,Common Yellowthroat,Pine Warbler
6810,Common Yellowthroat,Kirtland's Warbler
6810,Common Yellowthroat,Prairie Warbler
6810,Common Yellowthroat,Palm Warbler
6810,Common Yellowthroat,Bay-breasted Warbler
6810,Common Yellowthroat,Blackpoll Warbler
6810,Common Yellowthroat,Cerulean Warbler
6810,Common Yellowthroat,Black-and-white Warbler
6810,Common Yellowthroat,American Redstart
6810,Common Yellowthroat,Prothonotary Warbler
6810,Common Yellowthroat,Worm-eating Warbler
6810,Common Yellowthroat,Swainson's Warbler
6810,Common Yellowthroat,Ovenbird
6810,Common Yellowthroat,Northern Waterthrush
6810,Common Yellowthroat,Louisiana Waterthrush
6810,Common Yellowthroat,Kentucky Warbler
6810,Common Yellowthroat,Connecticut Warbler
6810,Common Yellowthroat,Mourning Warbler
6810,Common Yellowthroat,MacGillivray's Warbler
6810,Common Yellowthroat,Hooded Warbler
6810,Common Yellowthroat,Wilson's Warbler
6810,Common Yellowthroat,Canada Warbler
6810,Common Yellowthroat,Red-faced Warbler
6810,Common Yellowthroat,Painted Redstart
6810,Common Yellowthroat,Yellow-breasted Chat
6850,Wilson's Warbler,Golden-winged Warbler
6850,Wilson's Warbler,Tennessee Warbler
6850,Wilson's Warbler,Orange-crowned Warbler
6850,Wilson's Warbler,Nashville Warbler
6850,Wilson's Warbler,Virginia's Warbler
6850,Wilson's Warbler,Lucy's Warbler
6850,Wilson's Warbler,Northern Parula
6850,Wilson's Warbler,Tropical Parula
6850,Wilson's Warbler,Yellow Warbler
6850,Wilson's Warbler,Chestnut-sided Warbler
6850,Wilson's Warbler,Magnolia Warbler
6850,Wilson's Warbler,Cape May Warbler
6850,Wilson's Warbler,Black-throated Blue Warbler
6850,Wilson's Warbler,Yellow-rumped Warbler
6850,Wilson's Warbler,Black-throated Gray Warbler
6850,Wilson's Warbler,Black-throated Green Warbler
6850,Wilson's Warbler,Townsend's Warbler
6850,Wilson's Warbler,Hermit Warbler
6850,Wilson's Warbler,Blackburnian Warbler
6850,Wilson's Warbler,Grace's Warbler
6850,Wilson's Warbler,Pine Warbler
6850,Wilson's Warbler,Palm Warbler
6850,Wilson's Warbler,Bay-breasted Warbler
6850,Wilson's Warbler,Blackpoll Warbler
6850,Wilson's Warbler,Black-and-white Warbler
6850,Wilson's Warbler,American Redstart
6850,Wilson's Warbler,Ovenbird
6850,Wilson's Warbler,Northern Waterthrush
6850,Wilson's Warbler,Connecticut Warbler
6850,Wilson's Warbler,Mourning Warbler
6850,Wilson's Warbler,MacGillivray's Warbler
6850,Wilson's Warbler,Common Yellowthroat
6850,Wilson's Warbler,Hooded Warbler
6850,Wilson's Warbler,Canada Warbler
6850,Wilson's Warbler,Red-faced Warbler
6850,Wilson's Warbler,Painted Redstart
6850,Wilson's Warbler,Yellow-breasted Chat
6882,House Sparrow,Eurasian Tree Sparrow
6883,Eurasian Tree Sparrow,House Sparrow
7040,Gray Catbird,Northern Mockingbird
7040,Gray Catbird,Sage Thrasher
7040,Gray Catbird,Brown Thrasher
7050,Brown Thrasher,Gray Catbird
7050,Brown Thrasher,Northern Mockingbird
7050,Brown Thrasher,Sage Thrasher
7070,Curve-billed Thrasher,Northern Mockingbird
7070,Curve-billed Thrasher,Sage Thrasher
7070,Curve-billed Thrasher,Long-billed Thrasher
7070,Curve-billed Thrasher,Bendire's Thrasher
7070,Curve-billed Thrasher,Crissal Thrasher
7120,Crissal Thrasher,Northern Mockingbird
7120,Crissal Thrasher,Sage Thrasher
7120,Crissal Thrasher,Bendire's Thrasher
7120,Crissal Thrasher,Curve-billed Thrasher
7120,Crissal Thrasher,Le Conte's Thrasher
7130,Cactus Wren,Rock Wren
7130,Cactus Wren,Canyon Wren
7130,Cactus Wren,Carolina Wren
7130,Cactus Wren,Bewick's Wren
7130,Cactus Wren,House Wren
7130,Cactus Wren,Pacific Wren
7130,Cactus Wren,Winter Wren
7130,Cactus Wren,Sedge Wren
7130,Cactus Wren,Marsh Wren
7180,Carolina Wren,Cactus Wren
7180,Carolina Wren,Rock Wren
7180,Carolina Wren,Canyon Wren
7180,Carolina Wren,Bewick's Wren
7180,Carolina Wren,House Wren
7180,Carolina Wren,Winter Wren
7180,Carolina Wren,Sedge Wren
7180,Carolina Wren,Marsh Wren
7210,House Wren,Cactus Wren
7210,House Wren,Rock Wren
7210,House Wren,Canyon Wren
7210,House Wren,Carolina Wren
7210,House Wren,Bewick's Wren
7210,House Wren,Pacific Wren
7210,House Wren,Winter Wren
7210,House Wren,Sedge Wren
7210,House Wren,Marsh Wren
7270,White-breasted Nuthatch,Red-breasted Nuthatch
7270,White-breasted Nuthatch,Pygmy Nuthatch
7270,White-breasted Nuthatch,Brown-headed Nuthatch
7290,Brown-headed Nuthatch,Red-breasted Nuthatch
7290,Brown-headed Nuthatch,White-breasted Nuthatch
7310,Tufted Titmouse,Carolina Chickadee
7310,Tufted Titmouse,Black-capped Chickadee
7310,Tufted Titmouse,Boreal Chickadee
7310,Tufted Titmouse,Black-crested Titmouse
7330,Oak Titmouse,Mountain Chickadee
7330,Oak Titmouse,Chestnut-backed Chickadee
7350,Black-capped Chickadee,Carolina Chickadee
7350,Black-capped Chickadee,Mountain Chickadee
7350,Black-capped Chickadee,Chestnut-backed Chickadee
7350,Black-capped Chickadee,Boreal Chickadee
7350,Black-capped Chickadee,Tufted Titmouse
7360,Carolina Chickadee,Black-capped Chickadee
7360,Carolina Chickadee,Mountain Chickadee
7360,Carolina Chickadee,Tufted Titmouse
7360,Carolina Chickadee,Black-crested Titmouse
7510,Blue-gray Gnatcatcher,California Gnatcatcher
7510,Blue-gray Gnatcatcher,Black-tailed Gnatcatcher
7550,Wood Thrush,Eastern Bluebird
7550,Wood Thrush,Mountain Bluebird
7550,Wood Thrush,Townsend's Solitaire
7550,Wood Thrush,Veery
7550,Wood Thrush,Gray-cheeked Thrush
7550,Wood Thrush,Bicknell's Thrush
7550,Wood Thrush,Swainson's Thrush
7550,Wood Thrush,Hermit Thrush
7550,Wood Thrush,American Robin
7560,Veery,Eastern Bluebird
7560,Veery,Mountain Bluebird
7560,Veery,Townsend's Solitaire
7560,Veery,Bicknell's Thrush
7560,Veery,Swainson's Thrush
7560,Veery,Hermit Thrush
7560,Veery,Wood Thrush
7560,Veery,American Robin
7560,Veery,Varied Thrush
7570,Gray-cheeked Thrush,Eastern Bluebird
7570,Gray-cheeked Thrush,Mountain Bluebird
7570,Gray-cheeked Thrush,Townsend's Solitaire
7570,Gray-cheeked Thrush,Bicknell's Thrush
7570,Gray-cheeked Thrush,Swainson's Thrush
7570,Gray-cheeked Thrush,Hermit Thrush
7570,Gray-cheeked Thrush,Wood Thrush
7570,Gray-cheeked Thrush,American Robin
7610,American Robin,Eastern Bluebird
7610,American Robin,Western Bluebird
7610,American Robin,Mountain Bluebird
7610,American Robin,Townsend's Solitaire
7610,American Robin,Veery
7610,American Robin,Gray-cheeked Thrush
7610,American Robin,Swainson's Thrush
7610,American Robin,Hermit Thrush
7610,American Robin,Wood Thrush
7610,American Robin,Varied Thrush
7660,Eastern Bluebird,Mountain Bluebird
7660,Eastern Bluebird,Veery
7660,Eastern Bluebird,Swainson's Thrush
7660,Eastern Bluebird,Hermit Thrush
7660,Eastern Bluebird,Wood Thrush
7660,Eastern Bluebird,American Robin
6850,Wilson's Warbler,Prairie Warbler
